Inicial Upcard Acoes Final Valor DealerFinal
27 3 D 27A 20 34K
KK 3 S KK 20 34K
5J 3 S 5J 15 34K
2K 3 H 2TK 22 34K
57 3 H 57T 22 34K
8K 3 S 8K 18 34K
TA 3 - TA 21 34K
4A Q HS 45A 20 9Q
3T Q H 3TJ 23 9Q
69 Q HS 369 18 9Q
56 Q D 556 16 9Q
36 Q HHS 3356 17 9Q
7Q Q S 7Q 17 9Q
25 Q HD 2456 17 9Q
24 6 HD 2245 13 36J
5Q 6 S 5Q 15 36J
JQ 6 S JQ 20 36J
3Q 6 S 3Q 13 36J
7T 6 S 7T 17 36J
5A 6 D 5JA 16 36J
8A 6 D 68A 15 36J
JA 4 - JA 21 47K
3J 4 S 3J 13 47K
25 4 HD 245A 12 47K
TA 4 - TA 21 47K
TK 4 S TK 20 47K
5A 4 D 35A 19 47K
QA 4 - QA 21 47K
4K 7 H 4TK 24 7K
4T 7 H 4TQ 24 7K
QK 7 S QK 20 7K
3J 7 H 3TJ 23 7K
9K 7 S 9K 19 7K
57 7 HHS 2457 18 7K
89 7 S 89 17 7K
68 6 S 68 14 567
44 6 HS 447 15 567
24 6 HS 24K 16 567
8T 6 S 8T 18 567
68 6 S 68 14 567
4J 6 S 4J 14 567
7K 6 S 7K 17 567
89 K S 89 17 25K
79 K H 679 22 25K
QK K S QK 20 25K
6T K HS 46T 20 25K
25 K HD 2445 15 25K
24 K HHS 24TA 17 25K
9Q K S 9Q 19 25K
9Q J S 9Q 19 34JA
34 J HHH 346KA 24 34JA
29 J D 269 17 34JA
4T J HS 34T 17 34JA
4Q J H 47Q 21 34JA
JQ J S JQ 20 34JA
99 J S 99 18 34JA
79 2 S 79 16 255J
3A 2 HS 36A 20 255J
4Q 2 S 4Q 14 255J
8J 2 S 8J 18 255J
5K 2 S 5K 15 255J
3A 2 HS 35A 19 255J
JQ 2 S JQ 20 255J
9J 6 S 9J 19 246J
7K 6 S 7K 17 246J
55 6 D 555 15 246J
KA 6 - KA 21 246J
6J 6 S 6J 16 246J
35 6 HS 35J 18 246J
4K 6 S 4K 14 246J
3Q 4 S 3Q 13 4458
89 4 S 89 17 4458
3A 4 HS 38A 12 4458
JA 4 - JA 21 4458
7Q 4 S 7Q 17 4458
5A 4 D 59A 15 4458
TQ 4 S TQ 20 4458
8T T S 8T 18 TJ
57 T H 579 21 TJ
7A T HS 7JA 18 TJ
9A T S 9A 20 TJ
29 T D 29A 12 TJ
29 T D 249 15 TJ
39 T HH 239Q 24 TJ
47 Q D 47A 12 JQ
5J Q H 58J 23 JQ
9Q Q S 9Q 19 JQ
5T Q HS 35T 18 JQ
4T Q H 4TQ 24 JQ
39 Q HH 3369 21 JQ
23 Q HHHS 2359A 20 JQ
5Q 5 S 5Q 15 557
6J 5 S 6J 16 557
QQ 5 S QQ 20 557
7Q 5 S 7Q 17 557
TK 5 S TK 20 557
27 5 D 227 11 557
JJ 5 S JJ 20 557
34 8 HD 3444 15 38Q
38 8 D 378 18 38Q
5A 8 HHS 358A 17 38Q
89 8 S 89 17 38Q
KK 8 S KK 20 38Q
9K 8 S 9K 19 38Q
47 8 D 467 17 38Q
48 Q HHS 458A 18 QA
9A Q S 9A 20 QA
69 Q H 69K 25 QA
6J Q HS 26J 18 QA
TJ Q S TJ 20 QA
28 Q HS 278 17 QA
69 Q H 679 22 QA
4Q K HS 45Q 19 46K
9T K S 9T 19 46K
58 K HS 568 19 46K
27 K HH 247K 23 46K
78 K HS 578 20 46K
9A K S 9A 20 46K
JA K - JA 21 46K
7J T S 7J 17 47T
AA T P 9A 20 47T
3A T - 3A 14 47T
KK T S KK 20 47T
39 T HH 39TA 23 47T
TK T S TK 20 47T
4T T HS 44T 18 47T
JQ T S JQ 20 47T
2Q J H 2TQ 22 JK
6T J HS 26T 18 JK
27 J HD 227Q 21 JK
8Q J S 8Q 18 JK
49 J H 49J 23 JK
8K J S 8K 18 JK
7K J S 7K 17 JK
69 J H 69K 25 8J
9Q J S 9Q 19 8J
5Q J HS 25Q 17 8J
JA J - JA 21 8J
8K J S 8K 18 8J
2A J HS 27A 20 8J
7T J S 7T 17 8J
22 A HHHH 222459 24 4TKAA
48 A HS 478 19 4TKAA
56 A H 56K 21 4TKAA
77 A H 778 22 4TKAA
5Q A H 58Q 23 4TKAA
2T A H 2TQ 22 4TKAA
36 A HH 356K 24 4TKAA
4A J HH 47KA 22 46J
3J J HS 36J 19 46J
58 J H 58T 23 46J
58 J H 58Q 23 46J
7T J S 7T 17 46J
5J J H 5JQ 25 46J
39 J HH 39TA 23 46J
6A 9 H 46A 21 9A
8K 9 S 8K 18 9A
4T 9 H 47T 21 9A
TJ 9 S TJ 20 9A
58 9 H 58T 23 9A
2T 9 HHS 224T 18 9A
59 9 H 599 23 9A
9K 7 S 9K 19 279
4Q 7 HS 46Q 20 279
3K 7 H 38K 21 279
KA 7 - KA 21 279
56 7 D 356 14 279
7J 7 S 7J 17 279
4Q 7 HS 34Q 17 279
29 5 D 279 18 2359
3K 5 S 3K 13 2359
4A 5 D 4AA 16 2359
6T 5 S 6T 16 2359
56 5 D 567 18 2359
8Q 5 S 8Q 18 2359
KK 5 S KK 20 2359
29 T D 29T 21 8T
6A T H 46A 21 8T
46 T HH 4568 23 8T
4Q T H 48Q 22 8T
7K T S 7K 17 8T
23 T HH 239T 24 8T
2K T H 2KK 22 8T
78 T H 78Q 25 55T
7J T S 7J 17 55T
7J T S 7J 17 55T
2T T HHS 233T 18 55T
68 T HS 368 17 55T
7A T HS 79A 17 55T
6J T HS 26J 18 55T
57 J HS 578 20 3JQ
25 J HHS 2566 19 3JQ
6T J H 67T 23 3JQ
9K J S 9K 19 3JQ
37 J HS 379 19 3JQ
2K J H 2TK 22 3JQ
4A J HHS 477A 19 3JQ
QA J - QA 21 46J
2T J HS 28T 20 46J
6K J H 56K 21 46J
4Q J H 4QK 24 46J
58 J HH 2568 21 46J
36 J HS 36T 19 46J
56 J D 569 20 46J
45 Q HHS 3455 17 44Q
48 Q H 48T 22 44Q
34 Q HHHS 23456 20 44Q
3A Q H 37A 21 44Q
29 Q D 29K 21 44Q
7Q Q S 7Q 17 44Q
JA Q - JA 21 44Q
3A Q HH 38QA 22 QA
8A Q S 8A 19 QA
9Q Q S 9Q 19 QA
2T Q HH 22TQ 24 QA
4K Q HS 44K 18 QA
34 Q HHS 349A 17 QA
56 Q D 56K 21 QA
36 Q HS 368 17 QA
25 Q HHHS 23355 18 QA
JK Q S JK 20 QA
JQ Q S JQ 20 QA
48 Q HH 3488 23 QA
69 Q H 69J 25 QA
4Q Q HS 46Q 20 QA
59 A H 579 21 JA
6K A HS 36K 19 JA
3K A H 3QK 23 JA
67 A HH 267Q 25 JA
27 A HHS 2279 20 JA
4Q A HHS 24QA 17 JA
2T A HS 28T 20 JA
7K K S 7K 17 46K
5Q K HS 55Q 20 46K
45 K HH 445J 23 46K
5T K HS 45T 19 46K
9A K S 9A 20 46K
8T K S 8T 18 46K
TK K S TK 20 46K
4Q 8 HS 45Q 19 348QA
JK 8 S JK 20 348QA
6K 8 H 69K 25 348QA
66 8 H 669 21 348QA
4A 8 HS 44A 19 348QA
48 8 H 489 21 348QA
47 8 D 467 17 348QA
9K 2 S 9K 19 2248Q
5J 2 S 5J 15 2248Q
TT 2 S TT 20 2248Q
8K 2 S 8K 18 2248Q
57 2 H 57K 22 2248Q
46 2 D 346 13 2248Q
28 2 D 228 12 2248Q
35 2 HS 35K 18 2TK
7T 2 S 7T 17 2TK
7K 2 S 7K 17 2TK
7T 2 S 7T 17 2TK
9A 2 S 9A 20 2TK
37 2 D 37J 20 2TK
24 2 HHS 246A 13 2TK
3T 8 HS 37T 20 888
7J 8 S 7J 17 888
28 8 D 248 14 888
2T 8 HH 2TKA 23 888
5J 8 HH 55JA 21 888
8Q 8 S 8Q 18 888
8Q 8 S 8Q 18 888
38 Q D 38T 21 44Q
7K Q S 7K 17 44Q
57 Q HHS 3557 20 44Q
9J Q S 9J 19 44Q
35 Q HD 335T 21 44Q
4T Q H 48T 22 44Q
2Q Q HHS 27QA 20 44Q
46 9 D 446 14 59K
68 9 H 689 23 59K
9T 9 S 9T 19 59K
25 9 HD 2359 19 59K
KA 9 - KA 21 59K
8A 9 S 8A 19 59K
3Q 9 H 3TQ 23 59K
28 K HHHS 2338A 17 QK
39 K H 39J 22 QK
8Q K S 8Q 18 QK
5A K HHS 259A 17 QK
JJ K S JJ 20 QK
8K K S 8K 18 QK
56 K D 569 20 QK
3A 5 D 3TA 14 5KK
4K 5 S 4K 14 5KK
3A 5 D 38A 12 5KK
5K 5 S 5K 15 5KK
88 5 P 78 15 5KK
8Q 5 S 8Q 18 5KK
79 5 S 79 16 5KK
JK 5 S JK 20 5KK
66 8 HHHS 2566A 20 8T
38 8 D 368 17 8T
4Q 8 H 4QQ 24 8T
2T 8 HHS 235T 20 8T
6Q 8 H 69Q 25 8T
3A 8 HHS 36KA 20 8T
9T 8 S 9T 19 8T
34 5 HS 346 13 225K
3J 5 S 3J 13 225K
89 5 S 89 17 225K
2A 5 D 2KA 13 225K
TA 5 - TA 21 225K
2K 5 S 2K 12 225K
59 5 S 59 14 225K
5T 8 HS 25T 17 78T
25 8 HS 25A 18 78T
78 8 H 78K 25 78T
9Q 8 S 9Q 19 78T
44 8 HD 3445 16 78T
36 8 HS 36Q 19 78T
8T 8 S 8T 18 78T
36 2 HD 2336 14 223Q
JJ 2 S JJ 20 223Q
49 2 S 49 13 223Q
8K 2 S 8K 18 223Q
26 2 HS 26T 18 223Q
7A 2 S 7A 18 223Q
8K 2 S 8K 18 223Q
TK 3 S TK 20 3356
6Q 3 S 6Q 16 3356
25 3 HS 256 13 3356
KK 3 S KK 20 3356
JQ 3 S JQ 20 3356
4Q 3 S 4Q 14 3356
49 3 S 49 13 3356
8T 2 S 8T 18 299
7K 2 S 7K 17 299
9J 2 S 9J 19 299
JQ 2 S JQ 20 299
AA 2 P 5A 16 299
6A 2 - 6A 17 299
8T 2 S 8T 18 299
8J 2 S 8J 18 299
67 9 HS 667 19 2459
59 9 HS 359 17 2459
39 9 HS 389 20 2459
2T 9 HH 2TQA 23 2459
QK 9 S QK 20 2459
45 9 HS 459 18 2459
25 9 HH 2578 22 2459
22 4 P 2K 12 4566
2Q 4 S 2Q 12 4566
9T 4 S 9T 19 4566
55 4 D 255 12 4566
3J 4 S 3J 13 4566
89 4 S 89 17 4566
2K 4 S 2K 12 4566
7K 4 S 7K 17 4566
JK A S JK 20 37KA
3J A H 38J 21 37KA
34 A HHS 3457 19 37KA
6A A HHS 6AAA 19 37KA
37 A HS 377 17 37KA
8J A S 8J 18 37KA
3A A HHHS 223JA 18 37KA
JA 2 - JA 21 27T
56 2 D 566 17 27T
36 2 HHS 3367 19 27T
39 2 HS 379 19 27T
78 2 S 78 15 27T
89 2 S 89 17 27T
58 2 S 58 13 27T
4Q A HS 44Q 18 35A
TA A - TA 21 35A
3K A H 3KK 23 35A
39 A HS 379 19 35A
5J A H 58J 23 35A
4K A HH 4QKA 25 35A
4Q A H 49Q 23 35A
3T 5 S 3T 13 569
37 5 D 237 12 569
78 5 S 78 15 569
7J 5 S 7J 17 569
8K 5 S 8K 18 569
56 5 D 569 20 569
KA 5 - KA 21 569
JK 6 S JK 20 6A
24 6 HD 244Q 20 6A
38 6 D 348 15 6A
37 6 D 378 18 6A
TQ 6 S TQ 20 6A
22 6 P 2K 12 6A
2K 6 S 2K 12 6A
3K 6 S 3K 13 6A
59 3 S 59 14 379
29 3 D 249 15 379
38 3 D 389 20 379
TK 3 S TK 20 379
5A 3 HS 35A 19 379
8K 3 S 8K 18 379
7K 3 S 7K 17 379
7K 4 S 7K 17 49T
26 4 HS 26A 19 49T
8K 4 S 8K 18 49T
JK 4 S JK 20 49T
TK 4 S TK 20 49T
8K 4 S 8K 18 49T
QA 4 - QA 21 49T
4J 7 HH 24JJ 26 47Q
49 7 H 49J 23 47Q
46 7 D 446 14 47Q
8J 7 S 8J 18 47Q
45 7 HHS 3457 19 47Q
JA 7 - JA 21 47Q
JK 7 S JK 20 47Q
8T 8 S 8T 18 8A
35 8 HS 35Q 18 8A
6T 8 H 66T 22 8A
2T 8 HHH 226TA 21 8A
9A 8 S 9A 20 8A
4Q 8 HH 46QA 21 8A
88 8 P 8K 18 8A
58 8 H 588 21 8A
JK 8 S JK 20 8Q
8K 8 S 8K 18 8Q
39 8 H 399 21 8Q
22 8 HHHS 2257A 17 8Q
TJ 8 S TJ 20 8Q
2A 8 HHS 26QA 19 8Q
59 8 H 59K 24 8Q
89 5 S 89 17 57K
9Q 5 S 9Q 19 57K
JJ 5 S JJ 20 57K
24 5 HS 248 14 57K
33 5 P 3A 14 57K
34 5 HS 349 16 57K
33 5 P 37 10 57K
39 5 S 39 12 57K
TK 5 S TK 20 57K
69 T HS 369 18 47T
3A T HS 35A 19 47T
9J T S 9J 19 47T
66 T H 66J 22 47T
8T T S 8T 18 47T
JQ T S JQ 20 47T
36 T HH 3667 22 47T
46 6 D 46Q 20 36A
2T 6 S 2T 12 36A
29 6 D 299 20 36A
69 6 S 69 15 36A
7T 6 S 7T 17 36A
35 6 HS 35T 18 36A
45 6 D 458 17 36A
TK 2 S TK 20 26Q
45 2 HHS 3345 15 26Q
4J 2 S 4J 14 26Q
25 2 HS 25Q 17 26Q
7T 2 S 7T 17 26Q
KA 2 - KA 21 26Q
69 2 S 69 15 26Q
8T Q S 8T 18 35Q
45 Q HS 459 18 35Q
6K Q HS 46K 20 35Q
45 Q HHS 2456 17 35Q
44 Q HS 449 17 35Q
2Q Q HHS 27QA 20 35Q
7K Q S 7K 17 35Q
2Q A HH 248Q 24 36A
6K A HS 6KA 17 36A
2K A HS 27K 19 36A
7J A S 7J 17 36A
QQ A S QQ 20 36A
29 A HH 239J 24 36A
29 A HS 279 18 36A
27 9 HHH 23467 22 9A
45 9 HS 45A 20 9A
9K 9 S 9K 19 9A
58 9 HH 358Q 26 9A
8K 9 S 8K 18 9A
TA 9 - TA 21 9A
8K 9 S 8K 18 9A
77 J HS 477 18 JK
3J J HS 35J 18 JK
QK J S QK 20 JK
9Q J S 9Q 19 JK
27 J HS 27T 19 JK
JQ J S JQ 20 JK
33 J HHS 333A 20 JK
22 8 HD 2247 15 8T
TT 8 S TT 20 8T
6A 8 HS 6QA 17 8T
2Q 8 HS 27Q 19 8T
4T 8 H 49T 23 8T
26 8 HS 269 17 8T
6Q 8 H 6TQ 26 8T
9J 3 S 9J 19 33TA
39 3 HS 239 14 33TA
9J 3 S 9J 19 33TA
5J 3 S 5J 15 33TA
67 3 S 67 13 33TA
55 3 D 555 15 33TA
56 3 D 556 16 33TA
38 8 D 368 17 28K
7T 8 S 7T 17 28K
26 8 HH 2678 23 28K
24 8 HHS 234J 19 28K
23 8 HHS 234J 19 28K
7Q 8 S 7Q 17 28K
3T 8 HS 36T 19 28K
8K T S 8K 18 8T
8J T S 8J 18 8T
8K T S 8K 18 8T
35 T HHS 3555 18 8T
TJ T S TJ 20 8T
6A T HH 68QA 25 8T
35 T HHHS 23356 19 8T
3J 3 S 3J 13 23QK
4T 3 S 4T 14 23QK
8T 3 S 8T 18 23QK
22 3 HS 229 13 23QK
QK 3 S QK 20 23QK
44 3 HH 444T 22 23QK
47 3 D 479 20 23QK
77 T H 778 22 TK
25 T HH 235A 21 TK
4A T HH 479A 21 TK
5Q T H 5TQ 25 TK
6K T HS 36K 19 TK
37 T HS 377 17 TK
29 T D 259 16 TK
7Q 3 S 7Q 17 358A
JJ 3 S JJ 20 358A
29 3 D 229 13 358A
TK 3 S TK 20 358A
8Q 3 S 8Q 18 358A
9Q 3 S 9Q 19 358A
58 3 S 58 13 358A
4J K H 4TJ 24 KK
8T K S 8T 18 KK
44 K HHS 3446 17 KK
JA K - JA 21 KK
JQ K S JQ 20 KK
TQ K S TQ 20 KK
58 K H 588 21 KK
9Q K S 9Q 19 TK
29 K D 259 16 TK
5Q K H 59Q 24 TK
56 K D 456 15 TK
4T K H 4TJ 24 TK
7A K HS 7KA 18 TK
3K K HS 34K 17 TK
4Q 9 H 4QK 24 9T
5T 9 HS 55T 20 9T
3A 9 HH 3QKA 24 9T
44 9 HS 44K 18 9T
89 9 S 89 17 9T
8J 9 S 8J 18 9T
3J 9 HH 39JA 23 9T
6T Q H 6TJ 26 69Q
8K Q S 8K 18 69Q
6K Q H 6QK 26 69Q
5A Q H 55A 21 69Q
2Q Q HHS 234Q 19 69Q
77 Q HS 577 19 69Q
6T Q HS 36T 19 69Q
QA T - QA 21 TA
2K T HS 28K 20 TA
58 T H 58K 23 TA
8T T S 8T 18 TA
46 T HS 46K 20 TA
JK T S JK 20 TA
4K T H 48K 22 TA
9T J S 9T 19 JQ
3A J HHS 35QA 19 JQ
9J J S 9J 19 JQ
25 J HS 25T 17 JQ
48 J HS 478 19 JQ
39 J H 399 21 JQ
3A J HS 35A 19 JQ
39 3 HS 359 17 3568
28 3 D 28J 20 3568
9K 3 S 9K 19 3568
6A 3 D 68A 15 3568
78 3 S 78 15 3568
8K 3 S 8K 18 3568
TK 3 S TK 20 3568
TK T S TK 20 TK
JA T - JA 21 TK
38 T D 38K 21 TK
56 T D 56A 12 TK
TT T S TT 20 TK
QA T - QA 21 TK
5K T HS 55K 20 TK
TK 9 S TK 20 449
8A 9 S 8A 19 449
24 9 HH 244A 21 449
3J 9 H 3JQ 23 449
88 9 P 88 16 449
88 9 P 8A 19 449
48 9 H 48J 22 449
9J 9 S 9J 19 449
9J 9 S 9J 19 449
9Q 8 S 9Q 19 688
KA 8 - KA 21 688
8A 8 S 8A 19 688
2Q 8 H 29Q 21 688
45 8 HS 458 17 688
22 8 HD 226T 20 688
JQ 8 S JQ 20 688
JA 2 - JA 21 2299A
TA 2 - TA 21 2299A
5Q 2 S 5Q 15 2299A
69 2 S 69 15 2299A
39 2 HS 349 16 2299A
29 2 D 249 15 2299A
39 2 H 39Q 22 2299A
36 J HD 236Q 21 5JQ
56 J D 56J 21 5JQ
29 J D 29K 21 5JQ
4J J HH 246J 22 5JQ
AA J P QA 21 5JQ
AA J - AA 12 5JQ
7A J H 37A 21 5JQ
2A J H 28A 21 5JQ
TT 6 S TT 20 346T
8J 6 S 8J 18 346T
TT 6 S TT 20 346T
JA 6 - JA 21 346T
4A 6 D 44A 19 346T
39 6 S 39 12 346T
4A 6 D 48A 13 346T
23 6 HS 23Q 15 26T
3A 6 D 3KA 14 26T
3Q 6 S 3Q 13 26T
45 6 D 459 18 26T
35 6 HS 356 14 26T
46 6 D 446 14 26T
56 6 D 56K 21 26T
2A 8 HHS 25JA 18 89
7J 8 S 7J 17 89
5A 8 HHHS 457AA 18 89
6Q 8 HS 26Q 18 89
47 8 D 47A 12 89
8Q 8 S 8Q 18 89
JQ 8 S JQ 20 89
36 9 HS 36A 20 89
4A 9 HHHS 2448A 19 89
KA 9 - KA 21 89
TA 9 - TA 21 89
4Q 9 H 4QK 24 89
3J 9 HH 38JA 22 89
79 9 H 789 24 89
47 6 D 447 15 36J
9T 6 S 9T 19 36J
KA 6 - KA 21 36J
58 6 S 58 13 36J
35 6 HS 35J 18 36J
2Q 6 S 2Q 12 36J
6J 6 S 6J 16 36J
79 J H 79K 26 25J
66 J HHHS 3466A 20 25J
JA J - JA 21 25J
JJ J S JJ 20 25J
39 J HS 359 17 25J
6J J H 67J 23 25J
2A J HHS 25KA 18 25J
24 9 HHS 2456 17 9A
9Q 9 S 9Q 19 9A
4J 9 H 48J 22 9A
99 9 P 99 18 9A
9T 9 S 9T 19 9A
8K 9 S 8K 18 9A
56 9 D 456 15 9A
JK 9 S JK 20 9A
8K Q S 8K 18 JQ
3A Q HHHS 233QA 19 JQ
TK Q S TK 20 JQ
2A Q HHS 26KA 19 JQ
KA Q - KA 21 JQ
KK Q S KK 20 JQ
3J Q HS 37J 20 JQ
3A 9 H 37A 21 369
3K 9 H 3TK 23 369
8A 9 S 8A 19 369
77 9 H 77T 24 369
4Q 9 HHS 244Q 20 369
26 9 HS 269 17 369
4A 9 H 46A 21 369
2Q J H 2JQ 22 TJ
8K J S 8K 18 TJ
4K J H 4KK 24 TJ
2Q J HHHS 23QAA 17 TJ
5J J H 56J 21 TJ
7T J S 7T 17 TJ
8A J S 8A 19 TJ
34 J HHHS 34445 20 8J
66 J H 669 21 8J
26 J HS 26Q 18 8J
3K J H 38K 21 8J
QQ J S QQ 20 8J
5A J HS 35A 19 8J
6T J H 6TJ 26 8J
88 9 P 89 17 9K
8J 9 S 8J 18 9K
5Q 9 HS 25Q 17 9K
99 9 P 9K 19 9K
59 9 HS 559 19 9K
7T 9 S 7T 17 9K
KK 9 S KK 20 9K
67 9 H 67J 23 9K
2Q 9 HS 27Q 19 9K
77 3 P 47 11 349A
7J 3 S 7J 17 349A
27 3 D 247 13 349A
28 3 D 28Q 20 349A
9J 3 S 9J 19 349A
7Q 3 S 7Q 17 349A
23 3 HS 23T 15 349A
38 3 D 238 13 349A
38 9 D 389 20 2339
9A 9 S 9A 20 2339
79 9 H 79Q 26 2339
JK 9 S JK 20 2339
69 9 H 679 22 2339
7K 9 S 7K 17 2339
4J 9 HHS 24JA 17 2339
6J Q HS 6JA 17 TQ
9T Q S 9T 19 TQ
5A Q HHH 356KA 25 TQ
38 Q D 388 19 TQ
7A Q HS 7AA 19 TQ
5J Q H 56J 21 TQ
4K Q HS 44K 18 TQ
3A 7 HHS 36TA 20 7K
2Q 7 HS 27Q 19 7K
29 7 D 289 19 7K
59 7 HH 259Q 26 7K
58 7 HHHH 58JAAA 26 7K
6T 7 H 6TQ 26 7K
59 7 HH 2579 23 7K
79 A H 79T 26 QA
3A A HHH 237TA 23 QA
59 A H 59J 24 QA
JQ A S JQ 20 QA
QA A - QA 21 QA
59 A HS 559 19 QA
QA A - QA 21 QA
5K 8 H 5QK 25 8Q
8K 8 S 8K 18 8Q
3J 8 H 3JK 23 8Q
JK 8 S JK 20 8Q
79 8 H 779 23 8Q
25 8 HS 25T 17 8Q
2Q 8 HH 249Q 25 8Q
2Q 4 S 2Q 12 345J
5J 4 S 5J 15 345J
TJ 4 S TJ 20 345J
6T 4 S 6T 16 345J
9A 4 S 9A 20 345J
49 4 S 49 13 345J
2J 4 S 2J 12 345J
7A A H 37A 21 6A
2T A HS 25T 17 6A
46 A HS 46J 20 6A
35 A HS 35Q 18 6A
6Q A H 6TQ 26 6A
58 A HHHS 2358A 19 6A
2A A HHHS 2455A 17 6A
5J 4 S 5J 15 49Q
2A 4 HD 22KA 15 49Q
6Q 4 S 6Q 16 49Q
6A 4 D 56A 12 49Q
7Q 4 S 7Q 17 49Q
69 4 S 69 15 49Q
4Q 4 S 4Q 14 49Q
39 A H 39T 22 TA
37 A HH 337J 23 TA
QQ A S QQ 20 TA
25 A HHHHS 23455A 20 TA
24 A HH 248Q 24 TA
99 A S 99 18 TA
9T A S 9T 19 TA
49 4 S 49 13 47QA
8J 4 S 8J 18 47QA
QK 4 S QK 20 47QA
2Q 4 S 2Q 12 47QA
33 4 P 38 11 47QA
23 4 HHS 23QA 16 47QA
5A 4 D 35A 19 47QA
2Q 4 S 2Q 12 47QA
5K 6 S 5K 15 4456
46 6 D 468 18 4456
5A 6 D 59A 15 4456
JK 6 S JK 20 4456
67 6 S 67 13 4456
35 6 HS 35T 18 4456
6Q 6 S 6Q 16 4456
TK Q S TK 20 36Q
JJ Q S JJ 20 36Q
4A Q HHS 458A 18 36Q
24 Q HHS 2349 18 36Q
8J Q S 8J 18 36Q
4T Q H 47T 21 36Q
4J Q HS 34J 17 36Q
4K 4 S 4K 14 479
99 4 P 9A 20 479
89 4 S 89 17 479
JA 4 - JA 21 479
JA 4 - JA 21 479
58 4 S 58 13 479
KA 4 - KA 21 479
59 4 S 59 14 479
JK A S JK 20 7AA
56 A HS 569 20 7AA
JJ A S JJ 20 7AA
9A A S 9A 20 7AA
69 A HHS 69AA 17 7AA
7Q A S 7Q 17 7AA
QA A - QA 21 7AA
5J 9 HH 5JQA 26 389A
6K 9 HS 46K 20 389A
3K 9 H 38K 21 389A
56 9 D 256 13 389A
8T 9 S 8T 18 389A
TQ 9 S TQ 20 389A
8K 9 S 8K 18 389A
46 7 D 46A 21 557
57 7 H 579 21 557
58 7 H 58Q 23 557
79 7 HS 79A 17 557
5K 7 H 56K 21 557
33 7 P 23 5 557
23 7 HHHH 23344K 26 557
JQ 7 S JQ 20 557
78 2 S 78 15 26T
33 2 HS 33J 16 26T
7Q 2 S 7Q 17 26T
TA 2 - TA 21 26T
JK 2 S JK 20 26T
24 2 HS 24Q 16 26T
33 2 HD 335T 21 26T
37 K HH 367Q 26 8K
5K K HS 35K 18 8K
TJ K S TJ 20 8K
6K K H 67K 23 8K
2A K HHS 289A 20 8K
4T K H 49T 23 8K
27 K HS 27Q 19 8K
35 6 HS 35T 18 668
6T 6 S 6T 16 668
TQ 6 S TQ 20 668
6K 6 S 6K 16 668
TK 6 S TK 20 668
2K 6 S 2K 12 668
JQ 6 S JQ 20 668
89 A S 89 17 JA
9T A S 9T 19 JA
TQ A S TQ 20 JA
QQ A S QQ 20 JA
26 A HS 26Q 18 JA
8T A S 8T 18 JA
9A A S 9A 20 JA
JK 4 S JK 20 44K
24 4 HHS 2244 12 44K
TT 4 S TT 20 44K
7K 4 S 7K 17 44K
TK 4 S TK 20 44K
5K 4 S 5K 15 44K
8A 4 S 8A 19 44K
3J Q HS 35J 18 8Q
6J Q HS 6JA 17 8Q
67 Q H 678 21 8Q
22 Q HHS 2258 17 8Q
9T Q S 9T 19 8Q
3J Q H 3JK 23 8Q
3Q Q H 39Q 22 8Q
QK J S QK 20 58J
TJ J S TJ 20 58J
22 J HD 2278 19 58J
5Q J HH 5QKA 26 58J
TA J - TA 21 58J
9A J S 9A 20 58J
KA J - KA 21 58J
4T 6 S 4T 14 269
99 6 P 49 13 269
9J 6 S 9J 19 269
3J 6 S 3J 13 269
4Q 6 S 4Q 14 269
24 6 HS 24J 16 269
55 6 D 55T 20 269
37 6 D 337 13 269
8T 8 S 8T 18 8J
5K 8 H 56K 21 8J
6K 8 HS 26K 18 8J
67 8 H 67K 23 8J
37 8 D 37A 21 8J
QK 8 S QK 20 8J
4A 8 H 46A 21 8J
26 2 HS 269 17 256J
4T 2 S 4T 14 256J
78 2 S 78 15 256J
9T 2 S 9T 19 256J
48 2 H 48K 22 256J
68 2 S 68 14 256J
2A 2 HHS 2TAA 14 256J
27 4 D 247 13 34Q
23 4 HS 23K 15 34Q
8K 4 S 8K 18 34Q
2J 4 S 2J 12 34Q
JK 4 S JK 20 34Q
69 4 S 69 15 34Q
33 4 P 33 6 34Q
35 4 HS 345 12 34Q
37 J HH 347T 24 9J
37 J H 37A 21 9J
56 J D 56K 21 9J
48 J H 48Q 22 9J
7Q J S 7Q 17 9J
25 J HH 257K 24 9J
59 J HS 459 18 9J
7J 8 S 7J 17 8J
7T 8 S 7T 17 8J
7J 8 S 7J 17 8J
2K 8 HS 25K 17 8J
9K 8 S 9K 19 8J
2Q 8 H 29Q 21 8J
7A 8 S 7A 18 8J
9T 7 S 9T 19 77J
9T 7 S 9T 19 77J
2Q 7 H 29Q 21 77J
3J 7 HHS 233J 18 77J
TA 7 - TA 21 77J
2T 7 HH 248T 24 77J
2Q 7 HS 28Q 20 77J
3K J H 3KK 23 36J
2J J H 29J 21 36J
28 J HS 288 18 36J
2T J HH 24TJ 26 36J
33 J HHS 333A 20 36J
9J J S 9J 19 36J
48 J HS 488 20 36J
33 3 HHS 2335 13 399
QA 3 - QA 21 399
6Q 3 S 6Q 16 399
4K 3 S 4K 14 399
4T 3 S 4T 14 399
6K 3 S 6K 16 399
5K 3 S 5K 15 399
66 Q H 669 21 JQ
56 Q D 56J 21 JQ
88 Q P 8Q 18 JQ
